policy_check_id,asset_id,classification,source_max_allowed_classification,classification_within_source_policy,access_control_status,retention_status,retention_policy_days,contains_sensitive_tokens,governance_pass,review_required_before_retrieval
POL-00340,AST-00340,public_internal,confidential,True,aligned,missing_policy,2555,False,False,True
POL-00341,AST-00341,restricted,confidential,False,aligned,aligned,1825,True,False,True
POL-00342,AST-00342,restricted,restricted,True,aligned,expired,365,False,False,True
POL-00343,AST-00343,public_internal,confidential,True,aligned,expired,2555,False,False,True
POL-00344,AST-00344,confidential,confidential,True,aligned,missing_policy,730,False,False,True
POL-00345,AST-00345,restricted,regulated_sensitive,True,aligned,aligned,2555,False,True,False
POL-00346,AST-00346,public_internal,public_internal,True,aligned,aligned,2555,True,True,False
POL-00347,AST-00347,regulated_sensitive,confidential,False,aligned,aligned,1095,False,False,True
POL-00348,AST-00348,restricted,restricted,True,aligned,missing_policy,730,False,False,True
POL-00349,AST-00349,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-00350,AST-00350,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-00351,AST-00351,public_internal,confidential,True,aligned,aligned,730,False,True,False
POL-00352,AST-00352,restricted,restricted,True,aligned,aligned,730,False,True,False
POL-00353,AST-00353,public_internal,public_internal,True,overexposed,aligned,1095,False,False,True
POL-00354,AST-00354,restricted,restricted,True,missing_review,aligned,1825,False,False,True
POL-00355,AST-00355,restricted,public_internal,False,aligned,aligned,1825,False,False,True
POL-00356,AST-00356,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-00357,AST-00357,confidential,restricted,True,missing_review,missing_policy,1095,False,False,True
POL-00358,AST-00358,confidential,confidential,True,aligned,expired,1095,True,False,True
POL-00359,AST-00359,confidential,public_internal,False,aligned,aligned,1825,False,False,True
POL-00360,AST-00360,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-00361,AST-00361,regulated_sensitive,restricted,False,aligned,aligned,730,False,False,True
POL-00362,AST-00362,regulated_sensitive,regulated_sensitive,True,aligned,expired,1095,False,False,True
POL-00363,AST-00363,regulated_sensitive,restricted,False,aligned,aligned,365,False,False,True
POL-00364,AST-00364,confidential,public_internal,False,overexposed,aligned,2555,False,False,True
POL-00365,AST-00365,restricted,confidential,False,aligned,aligned,1825,False,False,True
POL-00366,AST-00366,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00367,AST-00367,confidential,confidential,True,overexposed,aligned,1095,False,False,True
POL-00368,AST-00368,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-00369,AST-00369,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-00370,AST-00370,restricted,regulated_sensitive,True,missing_review,aligned,365,False,False,True
POL-00371,AST-00371,confidential,confidential,True,aligned,expired,1095,False,False,True
POL-00372,AST-00372,confidential,public_internal,False,aligned,aligned,1095,True,False,True
POL-00373,AST-00373,confidential,restricted,True,aligned,aligned,2555,True,True,False
POL-00374,AST-00374,restricted,regulated_sensitive,True,overexposed,aligned,730,False,False,True
POL-00375,AST-00375,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-00376,AST-00376,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00377,AST-00377,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00378,AST-00378,restricted,confidential,False,aligned,missing_policy,1825,False,False,True
POL-00379,AST-00379,public_internal,confidential,True,aligned,aligned,730,False,True,False
POL-00380,AST-00380,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00381,AST-00381,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00382,AST-00382,restricted,confidential,False,aligned,expired,730,False,False,True
POL-00383,AST-00383,confidential,restricted,True,aligned,expired,365,False,False,True
POL-00384,AST-00384,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00385,AST-00385,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00386,AST-00386,restricted,restricted,True,aligned,aligned,2555,False,True,False
POL-00387,AST-00387,restricted,restricted,True,missing_review,aligned,365,True,False,True
POL-00388,AST-00388,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-00389,AST-00389,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00390,AST-00390,restricted,confidential,False,aligned,aligned,730,True,False,True
POL-00391,AST-00391,confidential,public_internal,False,aligned,aligned,1825,False,False,True
POL-00392,AST-00392,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00393,AST-00393,regulated_sensitive,restricted,False,aligned,aligned,730,False,False,True
POL-00394,AST-00394,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00395,AST-00395,confidential,confidential,True,aligned,aligned,365,True,True,False
POL-00396,AST-00396,public_internal,restricted,True,aligned,aligned,730,True,True,False
POL-00397,AST-00397,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-00398,AST-00398,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00399,AST-00399,regulated_sensitive,public_internal,False,aligned,aligned,730,False,False,True
POL-00400,AST-00400,confidential,regulated_sensitive,True,aligned,missing_policy,730,True,False,True
POL-00401,AST-00401,regulated_sensitive,regulated_sensitive,True,aligned,aligned,2555,False,True,False
POL-00402,AST-00402,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00403,AST-00403,public_internal,restricted,True,aligned,aligned,365,False,True,False
POL-00404,AST-00404,restricted,restricted,True,aligned,aligned,730,False,True,False
POL-00405,AST-00405,public_internal,public_internal,True,aligned,aligned,2555,False,True,False
POL-00406,AST-00406,confidential,restricted,True,aligned,aligned,2555,False,True,False
POL-00407,AST-00407,confidential,restricted,True,aligned,aligned,1095,True,True,False
POL-00408,AST-00408,confidential,regulated_sensitive,True,aligned,missing_policy,365,False,False,True
POL-00409,AST-00409,restricted,confidential,False,aligned,expired,1095,True,False,True
POL-00410,AST-00410,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-00411,AST-00411,regulated_sensitive,restricted,False,missing_review,expired,1095,False,False,True
POL-00412,AST-00412,public_internal,confidential,True,aligned,aligned,365,True,True,False
POL-00413,AST-00413,restricted,restricted,True,aligned,expired,365,False,False,True
POL-00414,AST-00414,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00415,AST-00415,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00416,AST-00416,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-00417,AST-00417,public_internal,restricted,True,aligned,aligned,1095,False,True,False
POL-00418,AST-00418,public_internal,confidential,True,aligned,aligned,730,False,True,False
POL-00419,AST-00419,restricted,public_internal,False,aligned,missing_policy,1825,False,False,True
POL-00420,AST-00420,restricted,regulated_sensitive,True,aligned,expired,365,True,False,True
POL-00421,AST-00421,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00422,AST-00422,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00423,AST-00423,regulated_sensitive,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00424,AST-00424,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-00425,AST-00425,confidential,restricted,True,aligned,aligned,1825,True,True,False
POL-00426,AST-00426,confidential,confidential,True,aligned,missing_policy,365,False,False,True
POL-00427,AST-00427,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-00428,AST-00428,public_internal,restricted,True,missing_review,aligned,1095,False,False,True
POL-00429,AST-00429,public_internal,public_internal,True,missing_review,aligned,730,False,False,True
POL-00430,AST-00430,restricted,confidential,False,overexposed,aligned,365,False,False,True
POL-00431,AST-00431,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00432,AST-00432,restricted,regulated_sensitive,True,aligned,aligned,2555,False,True,False
POL-00433,AST-00433,confidential,restricted,True,aligned,missing_policy,730,False,False,True
POL-00434,AST-00434,confidential,public_internal,False,missing_review,aligned,1095,False,False,True
POL-00435,AST-00435,public_internal,public_internal,True,aligned,aligned,2555,False,True,False
POL-00436,AST-00436,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00437,AST-00437,public_internal,restricted,True,aligned,aligned,1825,False,True,False
POL-00438,AST-00438,regulated_sensitive,restricted,False,aligned,missing_policy,730,True,False,True
POL-00439,AST-00439,public_internal,confidential,True,missing_review,aligned,1095,True,False,True
POL-00440,AST-00440,regulated_sensitive,public_internal,False,aligned,aligned,1095,False,False,True
POL-00441,AST-00441,confidential,confidential,True,aligned,missing_policy,2555,True,False,True
POL-00442,AST-00442,confidential,restricted,True,missing_review,aligned,1095,False,False,True
POL-00443,AST-00443,restricted,restricted,True,overexposed,aligned,1095,False,False,True
POL-00444,AST-00444,regulated_sensitive,confidential,False,aligned,aligned,730,True,False,True
POL-00445,AST-00445,restricted,confidential,False,overexposed,aligned,365,False,False,True
POL-00446,AST-00446,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-00447,AST-00447,regulated_sensitive,confidential,False,missing_review,missing_policy,1095,False,False,True
POL-00448,AST-00448,confidential,public_internal,False,aligned,expired,1095,False,False,True
POL-00449,AST-00449,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00450,AST-00450,public_internal,public_internal,True,aligned,aligned,2555,False,True,False
POL-00451,AST-00451,public_internal,confidential,True,aligned,aligned,730,False,True,False
POL-00452,AST-00452,regulated_sensitive,confidential,False,aligned,aligned,365,False,False,True
POL-00453,AST-00453,restricted,public_internal,False,aligned,expired,730,False,False,True
POL-00454,AST-00454,restricted,public_internal,False,aligned,aligned,1825,False,False,True
POL-00455,AST-00455,restricted,restricted,True,missing_review,aligned,730,False,False,True
POL-00456,AST-00456,regulated_sensitive,restricted,False,aligned,aligned,365,False,False,True
POL-00457,AST-00457,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-00458,AST-00458,restricted,confidential,False,overexposed,aligned,1095,False,False,True
POL-00459,AST-00459,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-00460,AST-00460,confidential,restricted,True,aligned,aligned,1095,True,True,False
POL-00461,AST-00461,confidential,confidential,True,aligned,missing_policy,365,False,False,True
POL-00462,AST-00462,regulated_sensitive,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00463,AST-00463,public_internal,restricted,True,aligned,aligned,1825,True,True,False
POL-00464,AST-00464,restricted,restricted,True,aligned,expired,365,True,False,True
POL-00465,AST-00465,public_internal,public_internal,True,aligned,aligned,730,False,True,False
POL-00466,AST-00466,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-00467,AST-00467,regulated_sensitive,confidential,False,aligned,expired,1825,False,False,True
POL-00468,AST-00468,confidential,confidential,True,overexposed,aligned,2555,False,False,True
POL-00469,AST-00469,confidential,confidential,True,aligned,missing_policy,365,True,False,True
POL-00470,AST-00470,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-00471,AST-00471,confidential,regulated_sensitive,True,aligned,aligned,365,True,True,False
POL-00472,AST-00472,regulated_sensitive,confidential,False,aligned,aligned,1095,False,False,True
POL-00473,AST-00473,confidential,confidential,True,missing_review,aligned,365,False,False,True
POL-00474,AST-00474,confidential,public_internal,False,aligned,expired,365,False,False,True
POL-00475,AST-00475,confidential,public_internal,False,overexposed,aligned,730,False,False,True
POL-00476,AST-00476,confidential,public_internal,False,missing_review,aligned,1095,False,False,True
POL-00477,AST-00477,restricted,restricted,True,aligned,aligned,730,True,True,False
POL-00478,AST-00478,confidential,public_internal,False,aligned,aligned,365,True,False,True
POL-00479,AST-00479,confidential,confidential,True,aligned,aligned,1095,True,True,False
POL-00480,AST-00480,confidential,restricted,True,missing_review,aligned,365,False,False,True
POL-00481,AST-00481,public_internal,regulated_sensitive,True,aligned,aligned,1825,False,True,False
POL-00482,AST-00482,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00483,AST-00483,restricted,confidential,False,missing_review,aligned,2555,False,False,True
POL-00484,AST-00484,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-00485,AST-00485,restricted,public_internal,False,aligned,expired,1095,False,False,True
POL-00486,AST-00486,confidential,confidential,True,aligned,aligned,1095,True,True,False
POL-00487,AST-00487,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00488,AST-00488,confidential,restricted,True,missing_review,expired,1825,False,False,True
POL-00489,AST-00489,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00490,AST-00490,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00491,AST-00491,public_internal,confidential,True,overexposed,aligned,1825,False,False,True
POL-00492,AST-00492,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00493,AST-00493,restricted,confidential,False,aligned,aligned,1825,False,False,True
POL-00494,AST-00494,public_internal,confidential,True,aligned,aligned,2555,False,True,False
POL-00495,AST-00495,restricted,restricted,True,overexposed,missing_policy,1825,False,False,True
POL-00496,AST-00496,confidential,restricted,True,aligned,expired,1095,False,False,True
POL-00497,AST-00497,regulated_sensitive,confidential,False,aligned,aligned,1825,False,False,True
POL-00498,AST-00498,public_internal,confidential,True,aligned,aligned,365,False,True,False
POL-00499,AST-00499,confidential,restricted,True,overexposed,aligned,1095,False,False,True
POL-00500,AST-00500,restricted,confidential,False,aligned,missing_policy,1095,False,False,True
POL-00501,AST-00501,public_internal,public_internal,True,aligned,aligned,730,False,True,False
POL-00502,AST-00502,confidential,public_internal,False,aligned,missing_policy,365,False,False,True
POL-00503,AST-00503,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00504,AST-00504,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00505,AST-00505,confidential,confidential,True,aligned,aligned,1095,True,True,False
POL-00506,AST-00506,confidential,regulated_sensitive,True,overexposed,aligned,730,False,False,True
POL-00507,AST-00507,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-00508,AST-00508,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00509,AST-00509,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-00510,AST-00510,public_internal,public_internal,True,aligned,aligned,730,False,True,False
POL-00511,AST-00511,confidential,public_internal,False,missing_review,missing_policy,1825,False,False,True
POL-00512,AST-00512,regulated_sensitive,restricted,False,aligned,aligned,1825,True,False,True
POL-00513,AST-00513,confidential,restricted,True,overexposed,aligned,365,False,False,True
POL-00514,AST-00514,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-00515,AST-00515,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00516,AST-00516,confidential,public_internal,False,aligned,aligned,1825,True,False,True
POL-00517,AST-00517,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00518,AST-00518,regulated_sensitive,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00519,AST-00519,confidential,restricted,True,overexposed,expired,730,False,False,True
POL-00520,AST-00520,public_internal,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-00521,AST-00521,restricted,restricted,True,aligned,expired,730,False,False,True
POL-00522,AST-00522,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00523,AST-00523,restricted,restricted,True,missing_review,aligned,365,False,False,True
POL-00524,AST-00524,regulated_sensitive,restricted,False,aligned,aligned,1825,False,False,True
POL-00525,AST-00525,regulated_sensitive,restricted,False,aligned,aligned,1825,False,False,True
POL-00526,AST-00526,confidential,confidential,True,aligned,missing_policy,1095,True,False,True
POL-00527,AST-00527,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-00528,AST-00528,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00529,AST-00529,confidential,confidential,True,overexposed,aligned,730,True,False,True
POL-00530,AST-00530,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-00531,AST-00531,restricted,confidential,False,missing_review,aligned,730,False,False,True
POL-00532,AST-00532,regulated_sensitive,restricted,False,aligned,missing_policy,1825,False,False,True
POL-00533,AST-00533,confidential,confidential,True,aligned,aligned,365,True,True,False
POL-00534,AST-00534,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00535,AST-00535,regulated_sensitive,public_internal,False,aligned,aligned,1095,False,False,True
POL-00536,AST-00536,public_internal,confidential,True,aligned,missing_policy,1825,False,False,True
POL-00537,AST-00537,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00538,AST-00538,public_internal,confidential,True,aligned,aligned,2555,False,True,False
POL-00539,AST-00539,public_internal,restricted,True,missing_review,aligned,730,False,False,True
POL-00540,AST-00540,confidential,public_internal,False,overexposed,aligned,1095,False,False,True
POL-00541,AST-00541,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00542,AST-00542,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-00543,AST-00543,regulated_sensitive,restricted,False,aligned,aligned,1825,False,False,True
POL-00544,AST-00544,confidential,confidential,True,aligned,aligned,1095,True,True,False
POL-00545,AST-00545,regulated_sensitive,confidential,False,aligned,aligned,730,False,False,True
POL-00546,AST-00546,regulated_sensitive,restricted,False,aligned,aligned,2555,False,False,True
POL-00547,AST-00547,regulated_sensitive,restricted,False,aligned,aligned,365,True,False,True
POL-00548,AST-00548,regulated_sensitive,restricted,False,aligned,aligned,1095,False,False,True
POL-00549,AST-00549,confidential,public_internal,False,missing_review,aligned,1095,False,False,True
POL-00550,AST-00550,restricted,restricted,True,aligned,aligned,365,True,True,False
POL-00551,AST-00551,regulated_sensitive,regulated_sensitive,True,overexposed,aligned,1095,False,False,True
POL-00552,AST-00552,confidential,restricted,True,aligned,aligned,730,True,True,False
POL-00553,AST-00553,confidential,confidential,True,missing_review,expired,1825,True,False,True
POL-00554,AST-00554,restricted,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-00555,AST-00555,confidential,restricted,True,aligned,expired,1095,False,False,True
POL-00556,AST-00556,restricted,restricted,True,aligned,aligned,730,False,True,False
POL-00557,AST-00557,regulated_sensitive,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-00558,AST-00558,confidential,restricted,True,overexposed,aligned,730,False,False,True
POL-00559,AST-00559,restricted,confidential,False,aligned,aligned,1825,False,False,True
POL-00560,AST-00560,restricted,public_internal,False,aligned,aligned,1825,True,False,True
POL-00561,AST-00561,restricted,restricted,True,aligned,aligned,1095,True,True,False
POL-00562,AST-00562,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00563,AST-00563,confidential,public_internal,False,aligned,aligned,1825,False,False,True
POL-00564,AST-00564,restricted,restricted,True,aligned,aligned,1095,True,True,False
POL-00565,AST-00565,public_internal,confidential,True,aligned,aligned,1095,False,True,False
POL-00566,AST-00566,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-00567,AST-00567,confidential,public_internal,False,aligned,missing_policy,2555,True,False,True
POL-00568,AST-00568,regulated_sensitive,restricted,False,aligned,aligned,730,False,False,True
POL-00569,AST-00569,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00570,AST-00570,public_internal,restricted,True,aligned,aligned,1095,False,True,False
POL-00571,AST-00571,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-00572,AST-00572,confidential,public_internal,False,aligned,aligned,365,True,False,True
POL-00573,AST-00573,restricted,confidential,False,aligned,aligned,1095,True,False,True
POL-00574,AST-00574,restricted,restricted,True,aligned,expired,365,False,False,True
POL-00575,AST-00575,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-00576,AST-00576,regulated_sensitive,restricted,False,aligned,aligned,1095,False,False,True
POL-00577,AST-00577,confidential,confidential,True,overexposed,aligned,1825,False,False,True
POL-00578,AST-00578,confidential,restricted,True,aligned,aligned,1825,True,True,False
POL-00579,AST-00579,confidential,public_internal,False,aligned,expired,365,True,False,True
POL-00580,AST-00580,restricted,confidential,False,missing_review,aligned,2555,False,False,True
POL-00581,AST-00581,confidential,confidential,True,overexposed,aligned,365,False,False,True
POL-00582,AST-00582,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-00583,AST-00583,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-00584,AST-00584,regulated_sensitive,public_internal,False,aligned,aligned,730,False,False,True
POL-00585,AST-00585,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00586,AST-00586,regulated_sensitive,restricted,False,aligned,missing_policy,1095,False,False,True
POL-00587,AST-00587,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00588,AST-00588,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00589,AST-00589,public_internal,confidential,True,overexposed,aligned,730,False,False,True
POL-00590,AST-00590,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-00591,AST-00591,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00592,AST-00592,regulated_sensitive,restricted,False,overexposed,aligned,730,False,False,True
POL-00593,AST-00593,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00594,AST-00594,regulated_sensitive,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-00595,AST-00595,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00596,AST-00596,confidential,confidential,True,aligned,expired,365,False,False,True
POL-00597,AST-00597,restricted,regulated_sensitive,True,aligned,aligned,1825,True,True,False
POL-00598,AST-00598,confidential,regulated_sensitive,True,aligned,missing_policy,2555,False,False,True
POL-00599,AST-00599,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-00600,AST-00600,restricted,confidential,False,missing_review,expired,1095,False,False,True
POL-00601,AST-00601,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00602,AST-00602,regulated_sensitive,restricted,False,missing_review,aligned,365,False,False,True
POL-00603,AST-00603,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00604,AST-00604,restricted,restricted,True,missing_review,aligned,1825,False,False,True
POL-00605,AST-00605,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00606,AST-00606,public_internal,restricted,True,missing_review,aligned,365,False,False,True
POL-00607,AST-00607,confidential,public_internal,False,overexposed,aligned,2555,False,False,True
POL-00608,AST-00608,regulated_sensitive,public_internal,False,aligned,aligned,730,False,False,True
POL-00609,AST-00609,restricted,restricted,True,aligned,aligned,730,False,True,False
POL-00610,AST-00610,public_internal,regulated_sensitive,True,missing_review,aligned,2555,False,False,True
POL-00611,AST-00611,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-00612,AST-00612,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-00613,AST-00613,public_internal,confidential,True,aligned,expired,365,True,False,True
POL-00614,AST-00614,restricted,restricted,True,missing_review,aligned,365,False,False,True
POL-00615,AST-00615,regulated_sensitive,public_internal,False,overexposed,aligned,365,False,False,True
POL-00616,AST-00616,restricted,public_internal,False,missing_review,aligned,1825,False,False,True
POL-00617,AST-00617,restricted,regulated_sensitive,True,missing_review,aligned,730,True,False,True
POL-00618,AST-00618,public_internal,confidential,True,aligned,aligned,365,False,True,False
POL-00619,AST-00619,public_internal,restricted,True,aligned,aligned,365,False,True,False
POL-00620,AST-00620,public_internal,confidential,True,aligned,expired,1095,False,False,True
POL-00621,AST-00621,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00622,AST-00622,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00623,AST-00623,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00624,AST-00624,confidential,regulated_sensitive,True,aligned,aligned,730,True,True,False
POL-00625,AST-00625,confidential,restricted,True,overexposed,aligned,1825,False,False,True
POL-00626,AST-00626,regulated_sensitive,restricted,False,missing_review,aligned,730,False,False,True
POL-00627,AST-00627,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-00628,AST-00628,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00629,AST-00629,regulated_sensitive,public_internal,False,aligned,aligned,1095,False,False,True
POL-00630,AST-00630,confidential,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-00631,AST-00631,public_internal,public_internal,True,missing_review,aligned,1095,False,False,True
POL-00632,AST-00632,regulated_sensitive,restricted,False,aligned,aligned,1095,True,False,True
POL-00633,AST-00633,confidential,restricted,True,aligned,expired,1095,False,False,True
POL-00634,AST-00634,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-00635,AST-00635,regulated_sensitive,restricted,False,aligned,aligned,365,False,False,True
POL-00636,AST-00636,restricted,confidential,False,aligned,aligned,2555,False,False,True
POL-00637,AST-00637,regulated_sensitive,public_internal,False,aligned,missing_policy,1825,False,False,True
POL-00638,AST-00638,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-00639,AST-00639,regulated_sensitive,restricted,False,aligned,aligned,1095,False,False,True
POL-00640,AST-00640,restricted,restricted,True,aligned,aligned,730,False,True,False
POL-00641,AST-00641,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00642,AST-00642,confidential,confidential,True,overexposed,expired,365,False,False,True
POL-00643,AST-00643,public_internal,confidential,True,aligned,aligned,1825,False,True,False
POL-00644,AST-00644,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00645,AST-00645,regulated_sensitive,restricted,False,aligned,aligned,730,False,False,True
POL-00646,AST-00646,regulated_sensitive,restricted,False,aligned,expired,2555,False,False,True
POL-00647,AST-00647,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00648,AST-00648,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00649,AST-00649,restricted,confidential,False,aligned,aligned,2555,False,False,True
POL-00650,AST-00650,regulated_sensitive,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00651,AST-00651,restricted,confidential,False,missing_review,aligned,365,False,False,True
POL-00652,AST-00652,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00653,AST-00653,restricted,restricted,True,aligned,expired,365,False,False,True
POL-00654,AST-00654,restricted,regulated_sensitive,True,aligned,missing_policy,365,False,False,True
POL-00655,AST-00655,confidential,public_internal,False,aligned,expired,365,False,False,True
POL-00656,AST-00656,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-00657,AST-00657,restricted,restricted,True,aligned,missing_policy,365,False,False,True
POL-00658,AST-00658,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-00659,AST-00659,restricted,public_internal,False,missing_review,missing_policy,730,False,False,True
POL-00660,AST-00660,confidential,public_internal,False,aligned,missing_policy,1825,True,False,True
POL-00661,AST-00661,public_internal,confidential,True,missing_review,aligned,2555,False,False,True
POL-00662,AST-00662,confidential,restricted,True,overexposed,aligned,365,False,False,True
POL-00663,AST-00663,confidential,public_internal,False,overexposed,missing_policy,365,False,False,True
POL-00664,AST-00664,restricted,confidential,False,aligned,aligned,2555,False,False,True
POL-00665,AST-00665,restricted,restricted,True,missing_review,aligned,730,False,False,True
POL-00666,AST-00666,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00667,AST-00667,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-00668,AST-00668,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00669,AST-00669,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-00670,AST-00670,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00671,AST-00671,confidential,public_internal,False,aligned,missing_policy,730,False,False,True
POL-00672,AST-00672,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-00673,AST-00673,public_internal,public_internal,True,aligned,aligned,1095,False,True,False
POL-00674,AST-00674,restricted,restricted,True,aligned,aligned,1825,False,True,False
POL-00675,AST-00675,restricted,restricted,True,overexposed,aligned,730,True,False,True
POL-00676,AST-00676,public_internal,restricted,True,aligned,aligned,730,False,True,False
POL-00677,AST-00677,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00678,AST-00678,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00679,AST-00679,restricted,confidential,False,aligned,aligned,2555,True,False,True
POL-00680,AST-00680,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-00681,AST-00681,public_internal,restricted,True,missing_review,aligned,1095,False,False,True
POL-00682,AST-00682,public_internal,confidential,True,missing_review,aligned,365,False,False,True
POL-00683,AST-00683,confidential,public_internal,False,aligned,missing_policy,730,False,False,True
