asset_id,source_id,asset_title,asset_type,domain,ai_retrieval_candidate,included_in_retrieval,business_description_present,metadata_owner_present,lineage_documented,last_refreshed_at,classification,access_control_status,retention_status,semantic_label,document_structure_score,retrieval_ambiguity_score,risk_decision_signal,consumer_team,days_since_refresh
AST-00254,SRC-074,Customer Risk Notes Table 0254,table,Customer Risk Notes,False,False,True,True,True,2026-07-13,restricted,aligned,aligned,identity_verification,0.869,0.259,medium,Fraud Product,9
AST-00255,SRC-024,Identity Verification Table 0255,table,Identity Verification,False,False,True,True,True,2026-05-25,confidential,missing_review,aligned,retention_rule,0.33,0.1,low,Compliance Ops,58
AST-00256,SRC-026,Customer Risk Notes Table 0256,table,Customer Risk Notes,True,True,True,True,True,2026-06-20,restricted,aligned,aligned,case_workflow,0.53,0.119,high,AI Platform,32
AST-00257,SRC-024,Identity Verification Knowledge Article 0257,knowledge_article,Identity Verification,False,False,True,False,True,2026-06-02,confidential,missing_review,aligned,sanctions_context,0.773,0.13,medium,AI Platform,50
AST-00258,SRC-029,Business Registry Table 0258,table,Business Registry,True,True,True,True,True,2026-06-01,confidential,aligned,aligned,retention_rule,0.629,0.02,medium,Compliance Ops,51
AST-00259,SRC-095,Case Operations Table 0259,table,Case Operations,False,False,True,False,True,2026-05-21,regulated_sensitive,aligned,aligned,,0.709,0.38,high,Compliance Ops,62
AST-00260,SRC-021,Compliance Policy Faq 0260,faq,Compliance Policy,False,False,True,True,True,2026-07-09,confidential,aligned,aligned,device_risk,0.54,0.245,medium,Fraud Product,13
AST-00261,SRC-039,Fraud Signals Knowledge Article 0261,knowledge_article,Fraud Signals,True,True,True,True,True,2026-06-11,confidential,aligned,aligned,risk_decision_signal,0.702,0.02,medium,Identity Product,41
AST-00262,SRC-036,Case Operations Policy Document 0262,policy_document,Case Operations,False,False,False,True,True,2026-07-17,confidential,aligned,aligned,business_registry,0.723,0.332,high,Identity Product,5
AST-00263,SRC-007,Sanctions Screening Table 0263,table,Sanctions Screening,True,True,True,True,True,2026-07-11,regulated_sensitive,aligned,aligned,sanctions_context,0.733,0.684,low,AI Platform,11
AST-00264,SRC-072,Identity Verification Table 0264,table,Identity Verification,True,False,True,True,False,2026-07-09,restricted,aligned,aligned,device_risk,0.612,0.02,medium,AI Platform,13
AST-00265,SRC-096,Business Registry Knowledge Article 0265,knowledge_article,Business Registry,True,False,True,True,True,2026-07-20,restricted,aligned,aligned,identity_verification,1.0,0.497,medium,Compliance Ops,2
AST-00266,SRC-064,Device Intelligence Case Note Template 0266,case_note_template,Device Intelligence,True,True,True,True,True,2026-07-02,regulated_sensitive,aligned,aligned,device_risk,0.785,0.217,medium,AI Platform,20
AST-00267,SRC-060,Fraud Signals Table 0267,table,Fraud Signals,False,False,True,True,True,2026-07-15,confidential,aligned,aligned,access_policy,0.963,0.121,low,Fraud Product,7
AST-00268,SRC-006,Sanctions Screening Policy Document 0268,policy_document,Sanctions Screening,True,False,True,True,True,2026-05-28,confidential,aligned,aligned,fraud_indicator,0.683,0.178,low,Customer Ops,55
AST-00269,SRC-059,Case Operations Runbook 0269,runbook,Case Operations,True,True,True,True,True,2026-07-15,confidential,aligned,missing_policy,retention_rule,0.686,0.416,medium,Identity Product,7
AST-00270,SRC-031,Case Operations Policy Document 0270,policy_document,Case Operations,False,False,True,True,True,2026-05-21,confidential,overexposed,aligned,,0.617,0.496,high,Compliance Ops,62
AST-00271,SRC-074,Customer Risk Notes Knowledge Article 0271,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-07-21,public_internal,aligned,expired,entity_resolution,0.498,0.238,medium,Identity Product,1
AST-00272,SRC-051,Identity Verification Runbook 0272,runbook,Identity Verification,True,True,True,True,False,2026-07-16,confidential,aligned,aligned,fraud_indicator,0.59,0.312,medium,Customer Ops,6
AST-00273,SRC-072,Identity Verification Table 0273,table,Identity Verification,True,True,True,True,True,2026-07-17,confidential,aligned,aligned,retention_rule,0.816,0.567,medium,Fraud Product,5
AST-00274,SRC-047,Compliance Policy Knowledge Article 0274,knowledge_article,Compliance Policy,True,True,True,True,True,2026-07-15,restricted,missing_review,expired,device_risk,0.791,0.285,medium,Fraud Product,7
AST-00275,SRC-073,Business Registry Knowledge Article 0275,knowledge_article,Business Registry,True,False,True,True,True,2026-05-26,confidential,aligned,aligned,entity_resolution,0.796,0.02,low,Customer Ops,57
AST-00276,SRC-030,Fraud Signals Table 0276,table,Fraud Signals,True,True,True,True,True,2026-07-02,confidential,missing_review,aligned,,0.889,0.116,high,AI Platform,20
AST-00277,SRC-070,Customer Risk Notes Table 0277,table,Customer Risk Notes,True,True,True,True,True,2026-05-06,confidential,aligned,missing_policy,entity_resolution,0.754,0.62,medium,Fraud Product,77
AST-00278,SRC-075,Sanctions Screening Knowledge Article 0278,knowledge_article,Sanctions Screening,False,False,True,True,True,2026-07-06,confidential,aligned,aligned,device_risk,0.674,0.393,high,Fraud Product,16
AST-00279,SRC-005,Sanctions Screening Knowledge Article 0279,knowledge_article,Sanctions Screening,True,True,False,True,True,2026-04-25,restricted,aligned,missing_policy,fraud_indicator,0.709,0.168,low,Compliance Ops,88
AST-00280,SRC-005,Sanctions Screening Case Note Template 0280,case_note_template,Sanctions Screening,True,True,True,True,True,2026-07-01,confidential,aligned,expired,case_workflow,0.912,0.02,low,Identity Product,21
AST-00281,SRC-028,Business Registry Table 0281,table,Business Registry,True,False,True,True,True,2026-04-25,regulated_sensitive,aligned,aligned,entity_resolution,0.669,0.357,high,Compliance Ops,88
AST-00282,SRC-053,Fraud Signals Table 0282,table,Fraud Signals,True,True,True,False,True,2026-05-09,regulated_sensitive,aligned,aligned,identity_verification,0.631,0.188,medium,Customer Ops,74
AST-00283,SRC-002,Compliance Policy Table 0283,table,Compliance Policy,True,False,False,True,False,2026-05-30,regulated_sensitive,aligned,aligned,risk_decision_signal,0.478,0.489,high,AI Platform,53
AST-00284,SRC-086,Identity Verification Table 0284,table,Identity Verification,False,False,False,True,True,2026-07-21,confidential,aligned,aligned,identity_verification,1.0,0.443,low,Fraud Product,1
AST-00285,SRC-047,Compliance Policy Case Note Template 0285,case_note_template,Compliance Policy,True,True,True,True,True,2026-05-24,public_internal,aligned,aligned,identity_verification,0.786,0.091,high,AI Platform,59
AST-00286,SRC-035,Compliance Policy Table 0286,table,Compliance Policy,True,False,True,False,True,2026-07-13,restricted,aligned,aligned,retention_rule,0.846,0.293,high,Identity Product,9
AST-00287,SRC-045,Case Operations Knowledge Article 0287,knowledge_article,Case Operations,True,True,True,True,True,2026-07-06,confidential,aligned,missing_policy,risk_decision_signal,0.829,0.366,medium,Fraud Product,16
AST-00288,SRC-067,Device Intelligence Table 0288,table,Device Intelligence,True,True,True,True,True,2026-06-21,public_internal,aligned,aligned,entity_resolution,0.649,0.44,low,Fraud Product,31
AST-00289,SRC-058,Identity Verification Knowledge Article 0289,knowledge_article,Identity Verification,True,True,True,True,True,2026-07-16,restricted,aligned,aligned,device_risk,0.552,0.221,medium,Identity Product,6
AST-00290,SRC-027,Fraud Signals Table 0290,table,Fraud Signals,True,True,True,False,True,2026-05-17,confidential,aligned,aligned,case_workflow,0.846,0.363,medium,Customer Ops,66
AST-00291,SRC-013,Identity Verification Case Note Template 0291,case_note_template,Identity Verification,False,False,False,False,False,2026-07-22,confidential,overexposed,expired,device_risk,0.767,0.288,medium,Customer Ops,0
AST-00292,SRC-068,Device Intelligence Table 0292,table,Device Intelligence,True,True,False,True,False,2026-05-30,regulated_sensitive,aligned,aligned,sanctions_context,0.478,0.082,medium,Compliance Ops,53
AST-00293,SRC-084,Sanctions Screening Policy Document 0293,policy_document,Sanctions Screening,True,False,True,True,True,2026-07-15,regulated_sensitive,aligned,aligned,entity_resolution,0.767,0.269,unclear,Identity Product,7
AST-00294,SRC-047,Compliance Policy Table 0294,table,Compliance Policy,True,True,True,True,True,2026-04-23,confidential,missing_review,aligned,retention_rule,1.0,0.449,medium,Fraud Product,90
AST-00295,SRC-086,Identity Verification Table 0295,table,Identity Verification,False,False,True,True,True,2026-07-16,restricted,aligned,aligned,fraud_indicator,0.566,0.348,low,Compliance Ops,6
AST-00296,SRC-032,Compliance Policy Case Note Template 0296,case_note_template,Compliance Policy,True,True,True,True,True,2026-07-18,restricted,aligned,missing_policy,entity_resolution,0.788,0.23,low,Fraud Product,4
AST-00297,SRC-050,Sanctions Screening Faq 0297,faq,Sanctions Screening,False,False,True,True,False,2026-07-21,confidential,overexposed,missing_policy,entity_resolution,0.668,0.422,low,AI Platform,1
AST-00298,SRC-067,Device Intelligence Table 0298,table,Device Intelligence,True,True,True,True,True,2026-06-06,public_internal,overexposed,aligned,access_policy,0.579,0.368,high,Customer Ops,46
AST-00299,SRC-051,Identity Verification Runbook 0299,runbook,Identity Verification,False,False,True,False,True,2026-07-12,confidential,aligned,aligned,sanctions_context,0.92,0.48,low,AI Platform,10
AST-00300,SRC-032,Compliance Policy Policy Document 0300,policy_document,Compliance Policy,True,True,True,True,True,2026-07-14,confidential,aligned,aligned,identity_verification,0.658,0.447,medium,Fraud Product,8
AST-00301,SRC-037,Customer Risk Notes Faq 0301,faq,Customer Risk Notes,True,True,True,True,False,2026-07-20,confidential,aligned,missing_policy,device_risk,0.65,0.458,medium,AI Platform,2
AST-00302,SRC-032,Compliance Policy Knowledge Article 0302,knowledge_article,Compliance Policy,False,False,True,True,True,2026-07-17,public_internal,overexposed,aligned,risk_decision_signal,0.993,0.02,medium,Compliance Ops,5
AST-00303,SRC-016,Business Registry Knowledge Article 0303,knowledge_article,Business Registry,True,True,True,True,False,2026-05-05,confidential,aligned,aligned,business_registry,0.844,0.335,high,Compliance Ops,78
AST-00304,SRC-039,Fraud Signals Table 0304,table,Fraud Signals,True,True,True,True,True,2026-07-19,restricted,aligned,aligned,case_workflow,0.59,0.538,low,AI Platform,3
AST-00305,SRC-060,Fraud Signals Table 0305,table,Fraud Signals,True,True,True,False,False,2026-07-13,regulated_sensitive,overexposed,aligned,sanctions_context,0.802,0.626,medium,Customer Ops,9
AST-00306,SRC-081,Compliance Policy Table 0306,table,Compliance Policy,True,True,False,True,True,2026-05-04,restricted,aligned,aligned,fraud_indicator,0.778,0.223,medium,Fraud Product,79
AST-00307,SRC-014,Sanctions Screening Policy Document 0307,policy_document,Sanctions Screening,True,True,True,False,True,2026-05-09,public_internal,aligned,aligned,fraud_indicator,1.0,0.024,medium,Fraud Product,74
AST-00308,SRC-089,Case Operations Policy Document 0308,policy_document,Case Operations,False,False,True,True,True,2026-07-11,confidential,aligned,expired,fraud_indicator,0.781,0.323,medium,Fraud Product,11
AST-00309,SRC-033,Customer Risk Notes Table 0309,table,Customer Risk Notes,True,False,True,True,True,2026-07-20,restricted,aligned,aligned,fraud_indicator,0.586,0.45,high,Fraud Product,2
AST-00310,SRC-049,Compliance Policy Case Note Template 0310,case_note_template,Compliance Policy,False,False,True,True,False,2026-07-18,confidential,aligned,aligned,entity_resolution,0.672,0.174,low,Fraud Product,4
AST-00311,SRC-071,Business Registry Table 0311,table,Business Registry,True,False,False,True,True,2026-07-15,confidential,aligned,aligned,retention_rule,0.641,0.596,unclear,Fraud Product,7
AST-00312,SRC-025,Compliance Policy Table 0312,table,Compliance Policy,True,False,True,True,False,2026-07-05,restricted,aligned,aligned,business_registry,1.0,0.347,high,Identity Product,17
AST-00313,SRC-081,Compliance Policy Faq 0313,faq,Compliance Policy,True,True,True,True,True,2026-04-28,confidential,aligned,aligned,business_registry,0.695,0.283,medium,AI Platform,85
AST-00314,SRC-010,Sanctions Screening Case Note Template 0314,case_note_template,Sanctions Screening,True,True,True,True,True,2026-07-18,confidential,aligned,aligned,entity_resolution,0.896,0.142,medium,Compliance Ops,4
AST-00315,SRC-025,Compliance Policy Table 0315,table,Compliance Policy,True,False,True,True,False,2026-07-18,restricted,aligned,aligned,sanctions_context,0.989,0.02,high,Customer Ops,4
AST-00316,SRC-049,Compliance Policy Table 0316,table,Compliance Policy,True,True,True,True,True,2026-07-03,confidential,aligned,aligned,risk_decision_signal,0.744,0.273,high,Customer Ops,19
AST-00317,SRC-038,Device Intelligence Table 0317,table,Device Intelligence,True,True,False,True,False,2026-07-14,restricted,aligned,aligned,sanctions_context,0.77,0.581,low,Identity Product,8
AST-00318,SRC-032,Compliance Policy Table 0318,table,Compliance Policy,True,True,True,True,True,2026-07-10,public_internal,overexposed,aligned,risk_decision_signal,0.846,0.728,unclear,Identity Product,12
AST-00319,SRC-086,Identity Verification Table 0319,table,Identity Verification,False,False,True,False,False,2026-07-12,public_internal,aligned,aligned,sanctions_context,0.767,0.353,unclear,Customer Ops,10
AST-00320,SRC-062,Identity Verification Table 0320,table,Identity Verification,True,True,True,False,False,2026-07-12,public_internal,overexposed,aligned,entity_resolution,0.93,0.351,medium,AI Platform,10
AST-00321,SRC-096,Business Registry Case Note Template 0321,case_note_template,Business Registry,False,False,True,False,True,2026-07-18,confidential,aligned,aligned,retention_rule,0.796,0.321,low,Identity Product,4
AST-00322,SRC-045,Case Operations Table 0322,table,Case Operations,False,False,True,True,True,2026-04-25,regulated_sensitive,aligned,aligned,sanctions_context,0.81,0.399,medium,Customer Ops,88
AST-00323,SRC-032,Compliance Policy Table 0323,table,Compliance Policy,True,True,True,True,True,2026-07-12,regulated_sensitive,overexposed,expired,sanctions_context,0.404,0.36,medium,Fraud Product,10
AST-00324,SRC-046,Identity Verification Policy Document 0324,policy_document,Identity Verification,False,False,True,True,True,2026-07-21,regulated_sensitive,overexposed,aligned,risk_decision_signal,0.551,0.42,low,Identity Product,1
AST-00325,SRC-049,Compliance Policy Table 0325,table,Compliance Policy,True,True,False,True,True,2026-07-21,restricted,aligned,aligned,retention_rule,0.75,0.164,low,Compliance Ops,1
AST-00326,SRC-042,Case Operations Table 0326,table,Case Operations,True,True,True,True,True,2026-07-17,restricted,aligned,aligned,case_workflow,0.621,0.02,high,Compliance Ops,5
AST-00327,SRC-016,Business Registry Table 0327,table,Business Registry,True,True,True,True,True,2026-06-18,restricted,aligned,aligned,case_workflow,0.682,0.02,medium,Customer Ops,34
AST-00328,SRC-095,Case Operations Table 0328,table,Case Operations,True,False,True,False,True,2026-06-27,confidential,aligned,aligned,device_risk,1.0,0.02,high,Fraud Product,25
AST-00329,SRC-086,Identity Verification Table 0329,table,Identity Verification,True,True,True,True,True,2026-07-07,confidential,aligned,aligned,retention_rule,0.566,0.02,high,Fraud Product,15
AST-00330,SRC-031,Case Operations Policy Document 0330,policy_document,Case Operations,True,True,True,True,True,2026-05-30,public_internal,aligned,aligned,device_risk,0.863,0.436,unclear,Fraud Product,53
AST-00331,SRC-058,Identity Verification Table 0331,table,Identity Verification,True,True,False,True,True,2026-07-16,restricted,aligned,aligned,business_registry,1.0,0.382,high,Fraud Product,6
AST-00332,SRC-096,Business Registry Table 0332,table,Business Registry,True,False,True,True,False,2026-07-17,regulated_sensitive,aligned,aligned,fraud_indicator,0.799,0.311,medium,AI Platform,5
AST-00333,SRC-062,Identity Verification Runbook 0333,runbook,Identity Verification,True,True,True,True,False,2026-07-21,confidential,overexposed,expired,fraud_indicator,0.709,0.482,medium,Customer Ops,1
AST-00334,SRC-038,Device Intelligence Table 0334,table,Device Intelligence,True,True,False,True,False,2026-07-14,confidential,aligned,aligned,access_policy,0.69,0.098,medium,Fraud Product,8
AST-00335,SRC-061,Customer Risk Notes Knowledge Article 0335,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-05-22,confidential,aligned,aligned,device_risk,0.803,0.243,medium,AI Platform,61
AST-00336,SRC-067,Device Intelligence Policy Document 0336,policy_document,Device Intelligence,True,True,True,True,True,2026-07-01,restricted,missing_review,missing_policy,case_workflow,0.657,0.274,medium,Fraud Product,21
AST-00337,SRC-037,Customer Risk Notes Policy Document 0337,policy_document,Customer Risk Notes,True,True,False,True,True,2026-07-07,confidential,aligned,missing_policy,fraud_indicator,0.952,0.397,low,Compliance Ops,15
AST-00338,SRC-049,Compliance Policy Faq 0338,faq,Compliance Policy,False,False,True,True,True,2026-07-15,restricted,aligned,aligned,device_risk,0.516,0.228,low,Identity Product,7
AST-00339,SRC-066,Case Operations Case Note Template 0339,case_note_template,Case Operations,True,True,True,True,True,2026-07-14,public_internal,missing_review,missing_policy,entity_resolution,0.722,0.271,low,AI Platform,8
AST-00340,SRC-016,Business Registry Case Note Template 0340,case_note_template,Business Registry,False,False,True,True,True,2026-05-09,public_internal,aligned,missing_policy,sanctions_context,0.784,0.241,medium,AI Platform,74
AST-00341,SRC-020,Device Intelligence Knowledge Article 0341,knowledge_article,Device Intelligence,False,False,True,True,True,2026-07-12,restricted,aligned,aligned,sanctions_context,0.642,0.409,low,Compliance Ops,10
AST-00342,SRC-054,Compliance Policy Table 0342,table,Compliance Policy,False,False,True,True,True,2026-07-16,restricted,aligned,expired,sanctions_context,0.587,0.053,medium,AI Platform,6
AST-00343,SRC-016,Business Registry Faq 0343,faq,Business Registry,True,True,True,True,True,2026-07-10,public_internal,aligned,expired,case_workflow,0.902,0.324,medium,Compliance Ops,12
AST-00344,SRC-004,Sanctions Screening Table 0344,table,Sanctions Screening,True,True,True,True,True,2026-05-18,confidential,aligned,missing_policy,access_policy,0.491,0.357,medium,Customer Ops,65
AST-00345,SRC-087,Sanctions Screening Knowledge Article 0345,knowledge_article,Sanctions Screening,True,True,False,True,True,2026-07-10,restricted,aligned,aligned,,0.799,0.555,medium,AI Platform,12
AST-00346,SRC-048,Fraud Signals Knowledge Article 0346,knowledge_article,Fraud Signals,True,True,True,True,True,2026-07-05,public_internal,aligned,aligned,fraud_indicator,0.383,0.382,low,AI Platform,17
AST-00347,SRC-041,Fraud Signals Table 0347,table,Fraud Signals,True,True,True,True,True,2026-07-17,regulated_sensitive,aligned,aligned,device_risk,0.816,0.27,medium,Compliance Ops,5
AST-00348,SRC-088,Customer Risk Notes Runbook 0348,runbook,Customer Risk Notes,True,True,True,True,True,2026-05-11,restricted,aligned,missing_policy,sanctions_context,0.623,0.465,medium,Customer Ops,72
AST-00349,SRC-020,Device Intelligence Case Note Template 0349,case_note_template,Device Intelligence,True,False,True,True,True,2026-07-15,confidential,aligned,aligned,,0.428,0.342,medium,Customer Ops,7
AST-00350,SRC-077,Customer Risk Notes Knowledge Article 0350,knowledge_article,Customer Risk Notes,False,False,True,True,True,2026-07-20,confidential,aligned,aligned,identity_verification,0.565,0.42,high,AI Platform,2
AST-00351,SRC-004,Sanctions Screening Knowledge Article 0351,knowledge_article,Sanctions Screening,True,True,True,False,True,2026-07-04,public_internal,aligned,aligned,identity_verification,0.883,0.183,low,Fraud Product,18
AST-00352,SRC-078,Device Intelligence Table 0352,table,Device Intelligence,True,True,True,True,True,2026-04-26,restricted,aligned,aligned,sanctions_context,0.596,0.107,medium,AI Platform,87
AST-00353,SRC-022,Sanctions Screening Knowledge Article 0353,knowledge_article,Sanctions Screening,True,True,True,False,True,2026-07-13,public_internal,overexposed,aligned,device_risk,0.608,0.033,medium,Customer Ops,9
AST-00354,SRC-067,Device Intelligence Case Note Template 0354,case_note_template,Device Intelligence,True,True,True,True,False,2026-06-05,restricted,missing_review,aligned,case_workflow,0.773,0.222,high,Identity Product,47
AST-00355,SRC-058,Identity Verification Knowledge Article 0355,knowledge_article,Identity Verification,True,False,True,True,True,2026-07-13,restricted,aligned,aligned,fraud_indicator,1.0,0.044,low,Identity Product,9
AST-00356,SRC-069,Sanctions Screening Table 0356,table,Sanctions Screening,True,True,True,True,True,2026-05-06,confidential,aligned,aligned,entity_resolution,0.746,0.254,medium,Identity Product,77
AST-00357,SRC-068,Device Intelligence Case Note Template 0357,case_note_template,Device Intelligence,True,False,False,True,False,2026-07-14,confidential,missing_review,missing_policy,fraud_indicator,0.773,0.452,low,Customer Ops,8
AST-00358,SRC-002,Compliance Policy Table 0358,table,Compliance Policy,True,False,True,True,True,2026-06-11,confidential,aligned,expired,identity_verification,1.0,0.02,high,Customer Ops,41
AST-00359,SRC-057,Case Operations Faq 0359,faq,Case Operations,True,True,True,True,True,2026-05-03,confidential,aligned,aligned,business_registry,1.0,0.519,medium,Fraud Product,80
AST-00360,SRC-077,Customer Risk Notes Case Note Template 0360,case_note_template,Customer Risk Notes,True,True,True,True,True,2026-05-12,confidential,aligned,aligned,,0.469,0.211,low,Identity Product,71
AST-00361,SRC-078,Device Intelligence Faq 0361,faq,Device Intelligence,True,False,True,True,True,2026-05-01,regulated_sensitive,aligned,aligned,retention_rule,0.707,0.255,medium,Compliance Ops,82
AST-00362,SRC-091,Business Registry Knowledge Article 0362,knowledge_article,Business Registry,True,False,True,True,True,2026-06-19,regulated_sensitive,aligned,expired,fraud_indicator,1.0,0.141,high,Fraud Product,33
AST-00363,SRC-072,Identity Verification Policy Document 0363,policy_document,Identity Verification,True,True,True,False,True,2026-07-16,regulated_sensitive,aligned,aligned,identity_verification,1.0,0.223,low,Compliance Ops,6
AST-00364,SRC-033,Customer Risk Notes Case Note Template 0364,case_note_template,Customer Risk Notes,True,True,True,True,True,2026-07-15,confidential,overexposed,aligned,fraud_indicator,0.569,0.093,high,Fraud Product,7
AST-00365,SRC-064,Device Intelligence Table 0365,table,Device Intelligence,False,False,True,True,True,2026-07-17,restricted,aligned,aligned,retention_rule,0.941,0.177,high,AI Platform,5
AST-00366,SRC-024,Identity Verification Table 0366,table,Identity Verification,True,True,True,True,True,2026-07-11,restricted,aligned,aligned,retention_rule,0.961,0.266,medium,Customer Ops,11
AST-00367,SRC-041,Fraud Signals Table 0367,table,Fraud Signals,True,True,True,True,False,2026-07-11,confidential,overexposed,aligned,risk_decision_signal,0.595,0.331,low,Identity Product,11
AST-00368,SRC-013,Identity Verification Policy Document 0368,policy_document,Identity Verification,True,True,True,True,True,2026-07-19,confidential,aligned,aligned,access_policy,1.0,0.151,medium,Compliance Ops,3
AST-00369,SRC-039,Fraud Signals Case Note Template 0369,case_note_template,Fraud Signals,True,True,False,True,False,2026-05-31,confidential,aligned,aligned,risk_decision_signal,0.793,0.379,medium,Identity Product,52
AST-00370,SRC-047,Compliance Policy Runbook 0370,runbook,Compliance Policy,True,True,False,True,True,2026-07-13,restricted,missing_review,aligned,risk_decision_signal,0.71,0.463,high,Identity Product,9
AST-00371,SRC-028,Business Registry Table 0371,table,Business Registry,True,False,True,False,True,2026-05-03,confidential,aligned,expired,business_registry,0.741,0.128,unclear,Fraud Product,80
AST-00372,SRC-022,Sanctions Screening Knowledge Article 0372,knowledge_article,Sanctions Screening,False,False,True,True,True,2026-07-13,confidential,aligned,aligned,device_risk,0.909,0.412,high,Identity Product,9
AST-00373,SRC-056,Business Registry Knowledge Article 0373,knowledge_article,Business Registry,True,True,True,True,True,2026-06-29,confidential,aligned,aligned,,0.708,0.303,low,Fraud Product,23
AST-00374,SRC-059,Case Operations Table 0374,table,Case Operations,True,True,True,False,True,2026-07-13,restricted,overexposed,aligned,access_policy,0.847,0.267,low,Customer Ops,9
AST-00375,SRC-034,Business Registry Case Note Template 0375,case_note_template,Business Registry,True,False,True,True,True,2026-07-09,confidential,aligned,aligned,identity_verification,0.559,0.247,low,AI Platform,13
AST-00376,SRC-049,Compliance Policy Policy Document 0376,policy_document,Compliance Policy,False,False,False,True,True,2026-07-18,confidential,aligned,aligned,,1.0,0.263,high,Compliance Ops,4
AST-00377,SRC-063,Customer Risk Notes Case Note Template 0377,case_note_template,Customer Risk Notes,True,True,True,True,True,2026-07-14,restricted,aligned,aligned,,0.748,0.557,medium,Fraud Product,8
AST-00378,SRC-034,Business Registry Runbook 0378,runbook,Business Registry,True,True,True,True,True,2026-07-15,restricted,aligned,missing_policy,entity_resolution,0.779,0.198,low,AI Platform,7
AST-00379,SRC-074,Customer Risk Notes Table 0379,table,Customer Risk Notes,True,True,True,True,True,2026-07-17,public_internal,aligned,aligned,risk_decision_signal,0.901,0.294,medium,Fraud Product,5
AST-00380,SRC-010,Sanctions Screening Table 0380,table,Sanctions Screening,True,True,True,True,True,2026-07-03,confidential,aligned,aligned,identity_verification,0.746,0.161,low,AI Platform,19
AST-00381,SRC-002,Compliance Policy Policy Document 0381,policy_document,Compliance Policy,True,False,True,False,False,2026-04-20,confidential,aligned,aligned,business_registry,0.773,0.301,low,Customer Ops,93
AST-00382,SRC-035,Compliance Policy Runbook 0382,runbook,Compliance Policy,True,True,True,True,True,2026-06-24,restricted,aligned,expired,business_registry,0.676,0.156,low,Customer Ops,28
AST-00383,SRC-054,Compliance Policy Policy Document 0383,policy_document,Compliance Policy,False,False,False,True,True,2026-07-21,confidential,aligned,expired,business_registry,0.956,0.445,medium,Compliance Ops,1
AST-00384,SRC-031,Case Operations Table 0384,table,Case Operations,True,True,True,True,True,2026-06-05,confidential,aligned,aligned,,0.531,0.397,high,Compliance Ops,47
AST-00385,SRC-068,Device Intelligence Table 0385,table,Device Intelligence,True,False,False,True,True,2026-05-02,restricted,aligned,aligned,access_policy,0.675,0.292,medium,AI Platform,81
AST-00386,SRC-019,Customer Risk Notes Table 0386,table,Customer Risk Notes,True,True,False,False,True,2026-07-15,restricted,aligned,aligned,case_workflow,0.98,0.548,medium,Fraud Product,7
AST-00387,SRC-011,Customer Risk Notes Table 0387,table,Customer Risk Notes,True,True,True,True,False,2026-07-11,restricted,missing_review,aligned,access_policy,0.826,0.164,low,Fraud Product,11
AST-00388,SRC-089,Case Operations Table 0388,table,Case Operations,True,True,True,True,True,2026-07-06,restricted,aligned,aligned,case_workflow,0.895,0.038,medium,AI Platform,16
AST-00389,SRC-015,Fraud Signals Knowledge Article 0389,knowledge_article,Fraud Signals,True,True,True,True,True,2026-06-16,confidential,aligned,aligned,sanctions_context,0.957,0.174,low,Fraud Product,36
AST-00390,SRC-051,Identity Verification Knowledge Article 0390,knowledge_article,Identity Verification,True,True,True,True,True,2026-07-12,restricted,aligned,aligned,identity_verification,0.792,0.247,low,Fraud Product,10
AST-00391,SRC-057,Case Operations Faq 0391,faq,Case Operations,False,False,True,True,True,2026-06-03,confidential,aligned,aligned,fraud_indicator,0.795,0.106,high,AI Platform,49
AST-00392,SRC-092,Fraud Signals Policy Document 0392,policy_document,Fraud Signals,True,True,True,True,True,2026-07-20,confidential,aligned,aligned,risk_decision_signal,0.665,0.232,high,Customer Ops,2
AST-00393,SRC-055,Sanctions Screening Policy Document 0393,policy_document,Sanctions Screening,False,False,True,True,True,2026-07-17,regulated_sensitive,aligned,aligned,,1.0,0.208,high,Fraud Product,5
AST-00394,SRC-028,Business Registry Faq 0394,faq,Business Registry,True,False,True,True,True,2026-05-04,restricted,aligned,aligned,fraud_indicator,0.74,0.359,high,Fraud Product,79
AST-00395,SRC-061,Customer Risk Notes Knowledge Article 0395,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-06-22,confidential,aligned,aligned,retention_rule,0.617,0.28,high,Customer Ops,30
AST-00396,SRC-088,Customer Risk Notes Policy Document 0396,policy_document,Customer Risk Notes,True,False,True,False,True,2026-04-21,public_internal,aligned,aligned,case_workflow,0.773,0.553,medium,AI Platform,92
AST-00397,SRC-014,Sanctions Screening Table 0397,table,Sanctions Screening,True,True,False,False,True,2026-07-16,confidential,aligned,aligned,entity_resolution,0.561,0.387,low,Fraud Product,6
AST-00398,SRC-036,Case Operations Runbook 0398,runbook,Case Operations,True,False,True,True,True,2026-07-19,restricted,aligned,aligned,access_policy,0.778,0.214,medium,Customer Ops,3
AST-00399,SRC-062,Identity Verification Table 0399,table,Identity Verification,True,True,False,True,True,2026-07-11,regulated_sensitive,aligned,aligned,fraud_indicator,0.723,0.166,high,Customer Ops,11
AST-00400,SRC-036,Case Operations Policy Document 0400,policy_document,Case Operations,False,False,True,True,False,2026-07-12,confidential,aligned,missing_policy,access_policy,0.965,0.274,low,Identity Product,10
